"input_name","market_hash_name","type"
"锯齿爪刀（★ StatTrak™） | 大马士革钢 (破损不堪)","★ StatTrak™ Talon Knife | Damascus Steel (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 大马士革钢 (略有磨损)","★ StatTrak™ Talon Knife | Damascus Steel (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 大马士革钢 (崭新出厂)","★ StatTrak™ Talon Knife | Damascus Steel (Factory New)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 大马士革钢 (久经沙场)","★ StatTrak™ Talon Knife | Damascus Steel (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 夜色 (破损不堪)","★ StatTrak™ Talon Knife | Night Stripe (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 夜色 (略有磨损)","★ StatTrak™ Talon Knife | Night Stripe (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 夜色 (战痕累累)","★ StatTrak™ Talon Knife | Night Stripe (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 夜色 (久经沙场)","★ StatTrak™ Talon Knife | Night Stripe (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 外表生锈 (破损不堪)","★ StatTrak™ Talon Knife | Rust Coat (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 外表生锈 (战痕累累)","★ StatTrak™ Talon Knife | Rust Coat (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 北方森林 (略有磨损)","★ StatTrak™ Talon Knife | Boreal Forest (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 北方森林 (战痕累累)","★ StatTrak™ Talon Knife | Boreal Forest (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 北方森林 (久经沙场)","★ StatTrak™ Talon Knife | Boreal Forest (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 人工染色 (破损不堪)","★ StatTrak™ Talon Knife | Stained (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 人工染色 (略有磨损)","★ StatTrak™ Talon Knife | Stained (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 人工染色 (战痕累累)","★ StatTrak™ Talon Knife | Stained (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 人工染色 (崭新出厂)","★ StatTrak™ Talon Knife | Stained (Factory New)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™） | 人工染色 (久经沙场)","★ StatTrak™ Talon Knife | Stained (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"锯齿爪刀（★ StatTrak™）","★ StatTrak™ Talon Knife","★ StatTrak™ 隐秘 匕首"
"铜质 λ 胸章","Copper Lambda Pin","卓越 收藏品"
"铅弹 | 海军水面战中心海豹部队","Buckshot | NSWC SEAL","卓越 探员"
"野火胸章","Wildfire Pin","卓越 收藏品"
"里约 2022 观众通行证 + 3 枚纪念品代币","Rio 2022 Viewer Pass + 3 Souvenir Tokens","普通级 通行证"
"遗忘者克拉斯沃特 | 游击队","Crasswater The Forgotten | Guerrilla Warfare","大师 探员"
"运河水城胸章","Canals Pin","高级 收藏品"
"运动手套（★） | 青铜形态 (破损不堪)","★ Sport Gloves | Bronze Morph (Well-Worn)","★ 非凡 手套"
"运动手套（★） | 青铜形态 (略有磨损)","★ Sport Gloves | Bronze Morph (Minimal Wear)","★ 非凡 手套"
"运动手套（★） | 青铜形态 (战痕累累)","★ Sport Gloves | Bronze Morph (Battle-Scarred)","★ 非凡 手套"
"运动手套（★） | 青铜形态 (久经沙场)","★ Sport Gloves | Bronze Morph (Field-Tested)","★ 非凡 手套"
"运动手套（★） | 迈阿密风云 (破损不堪)","★ Sport Gloves | Vice (Well-Worn)","★ 非凡 手套"
"运动手套（★） | 迈阿密风云 (战痕累累)","★ Sport Gloves | Vice (Battle-Scarred)","★ 非凡 手套"
"运动手套（★） | 迈阿密风云 (久经沙场)","★ Sport Gloves | Vice (Field-Tested)","★ 非凡 手套"
"运动手套（★） | 猩红头巾 (破损不堪)","★ Sport Gloves | Scarlet Shamagh (Well-Worn)","★ 非凡 手套"
"运动手套（★） | 猩红头巾 (略有磨损)","★ Sport Gloves | Scarlet Shamagh (Minimal Wear)","★ 非凡 手套"
"运动手套（★） | 猩红头巾 (战痕累累)","★ Sport Gloves | Scarlet Shamagh (Battle-Scarred)","★ 非凡 手套"
"运动手套（★） | 猩红头巾 (久经沙场)","★ Sport Gloves | Scarlet Shamagh (Field-Tested)","★ 非凡 手套"
"运动手套（★） | 欧米伽 (破损不堪)","★ Sport Gloves | Omega (Well-Worn)","★ 非凡 手套"
"运动手套（★） | 欧米伽 (战痕累累)","★ Sport Gloves | Omega (Battle-Scarred)","★ 非凡 手套"
"运动手套（★） | 欧米伽 (久经沙场)","★ Sport Gloves | Omega (Field-Tested)","★ 非凡 手套"
"运动手套（★） | 弹弓 (破损不堪)","★ Sport Gloves | Slingshot (Well-Worn)","★ 非凡 手套"
"运动手套（★） | 弹弓 (战痕累累)","★ Sport Gloves | Slingshot (Battle-Scarred)","★ 非凡 手套"
"运动手套（★） | 弹弓 (久经沙场)","★ Sport Gloves | Slingshot (Field-Tested)","★ 非凡 手套"
"运动手套（★） | 干旱 (战痕累累)","★ Sport Gloves | Arid (Battle-Scarred)","★ 非凡 手套"
"运动手套（★） | 大型猎物 (破损不堪)","★ Sport Gloves | Big Game (Well-Worn)","★ 非凡 手套"
"运动手套（★） | 大型猎物 (略有磨损)","★ Sport Gloves | Big Game (Minimal Wear)","★ 非凡 手套"
"运动手套（★） | 大型猎物 (战痕累累)","★ Sport Gloves | Big Game (Battle-Scarred)","★ 非凡 手套"
"运动手套（★） | 大型猎物 (久经沙场)","★ Sport Gloves | Big Game (Field-Tested)","★ 非凡 手套"
"运动手套（★） | 夜行衣 (破损不堪)","★ Sport Gloves | Nocts (Well-Worn)","★ 非凡 手套"
"运动手套（★） | 夜行衣 (战痕累累)","★ Sport Gloves | Nocts (Battle-Scarred)","★ 非凡 手套"
"运动手套（★） | 夜行衣 (久经沙场)","★ Sport Gloves | Nocts (Field-Tested)","★ 非凡 手套"
"运动手套（★） | 双栖 (破损不堪)","★ Sport Gloves | Amphibious (Well-Worn)","★ 非凡 手套"
"运动手套（★） | 双栖 (战痕累累)","★ Sport Gloves | Amphibious (Battle-Scarred)","★ 非凡 手套"
"运动手套（★） | 双栖 (久经沙场)","★ Sport Gloves | Amphibious (Field-Tested)","★ 非凡 手套"
"迈克·赛弗斯 | 联邦调查局（FBI）狙击手","Michael Syfers  | FBI Sniper","非凡 探员"
"观众出席大礼包","Audience Participation Parcel","普通级 礼物"
"裹手（★） | 防水布胶带 (破损不堪)","★ Hand Wraps | Duct Tape (Well-Worn)","★ 非凡 手套"
"裹手（★） | 防水布胶带 (略有磨损)","★ Hand Wraps | Duct Tape (Minimal Wear)","★ 非凡 手套"
"裹手（★） | 防水布胶带 (战痕累累)","★ Hand Wraps | Duct Tape (Battle-Scarred)","★ 非凡 手套"
"裹手（★） | 防水布胶带 (崭新出厂)","★ Hand Wraps | Duct Tape (Factory New)","★ 非凡 手套"
"裹手（★） | 防水布胶带 (久经沙场)","★ Hand Wraps | Duct Tape (Field-Tested)","★ 非凡 手套"
"裹手（★） | 长颈鹿 (破损不堪)","★ Hand Wraps | Giraffe (Well-Worn)","★ 非凡 手套"
"裹手（★） | 长颈鹿 (略有磨损)","★ Hand Wraps | Giraffe (Minimal Wear)","★ 非凡 手套"
"裹手（★） | 长颈鹿 (战痕累累)","★ Hand Wraps | Giraffe (Battle-Scarred)","★ 非凡 手套"
"裹手（★） | 长颈鹿 (崭新出厂)","★ Hand Wraps | Giraffe (Factory New)","★ 非凡 手套"
"裹手（★） | 长颈鹿 (久经沙场)","★ Hand Wraps | Giraffe (Field-Tested)","★ 非凡 手套"
"裹手（★） | 钴蓝骷髅 (破损不堪)","★ Hand Wraps | Cobalt Skulls (Well-Worn)","★ 非凡 手套"
"裹手（★） | 钴蓝骷髅 (略有磨损)","★ Hand Wraps | Cobalt Skulls (Minimal Wear)","★ 非凡 手套"
"裹手（★） | 蟒蛇 (破损不堪)","★ Hand Wraps | Constrictor (Well-Worn)","★ 非凡 手套"
"裹手（★） | 蟒蛇 (略有磨损)","★ Hand Wraps | Constrictor (Minimal Wear)","★ 非凡 手套"
"裹手（★） | 蟒蛇 (战痕累累)","★ Hand Wraps | Constrictor (Battle-Scarred)","★ 非凡 手套"
"裹手（★） | 蟒蛇 (久经沙场)","★ Hand Wraps | Constrictor (Field-Tested)","★ 非凡 手套"
"裹手（★） | 皮革 (破损不堪)","★ Hand Wraps | Leather (Well-Worn)","★ 非凡 手套"
"裹手（★） | 皮革 (战痕累累)","★ Hand Wraps | Leather (Battle-Scarred)","★ 非凡 手套"
"裹手（★） | 沙漠头巾 (破损不堪)","★ Hand Wraps | Desert Shamagh (Well-Worn)","★ 非凡 手套"
"裹手（★） | 沙漠头巾 (略有磨损)","★ Hand Wraps | Desert Shamagh (Minimal Wear)","★ 非凡 手套"
"裹手（★） | 沙漠头巾 (战痕累累)","★ Hand Wraps | Desert Shamagh (Battle-Scarred)","★ 非凡 手套"
"裹手（★） | 沙漠头巾 (久经沙场)","★ Hand Wraps | Desert Shamagh (Field-Tested)","★ 非凡 手套"
"裹手（★） | 森林色调 (破损不堪)","★ Hand Wraps | Arboreal (Well-Worn)","★ 非凡 手套"
"裹手（★） | 森林色调 (略有磨损)","★ Hand Wraps | Arboreal (Minimal Wear)","★ 非凡 手套"
"裹手（★） | 森林色调 (战痕累累)","★ Hand Wraps | Arboreal (Battle-Scarred)","★ 非凡 手套"
"裹手（★） | 森林色调 (久经沙场)","★ Hand Wraps | Arboreal (Field-Tested)","★ 非凡 手套"
"裹手（★） | 恶土 (破损不堪)","★ Hand Wraps | Badlands (Well-Worn)","★ 非凡 手套"
"裹手（★） | 恶土 (略有磨损)","★ Hand Wraps | Badlands (Minimal Wear)","★ 非凡 手套"
"裹手（★） | 恶土 (战痕累累)","★ Hand Wraps | Badlands (Battle-Scarred)","★ 非凡 手套"
"裹手（★） | 恶土 (久经沙场)","★ Hand Wraps | Badlands (Field-Tested)","★ 非凡 手套"
"裹手（★） | 屠夫 (破损不堪)","★ Hand Wraps | Slaughter (Well-Worn)","★ 非凡 手套"
"裹手（★） | 屠夫 (战痕累累)","★ Hand Wraps | Slaughter (Battle-Scarred)","★ 非凡 手套"
"裹手（★） | 屠夫 (久经沙场)","★ Hand Wraps | Slaughter (Field-Tested)","★ 非凡 手套"
"裹手（★） | 套印 (破损不堪)","★ Hand Wraps | Overprint (Well-Worn)","★ 非凡 手套"
"裹手（★） | 套印 (略有磨损)","★ Hand Wraps | Overprint (Minimal Wear)","★ 非凡 手套"
"裹手（★） | 套印 (战痕累累)","★ Hand Wraps | Overprint (Battle-Scarred)","★ 非凡 手套"
"裹手（★） | 套印 (崭新出厂)","★ Hand Wraps | Overprint (Factory New)","★ 非凡 手套"
"裹手（★） | 套印 (久经沙场)","★ Hand Wraps | Overprint (Field-Tested)","★ 非凡 手套"
"裹手（★） | 云杉 DDPAT (破损不堪)","★ Hand Wraps | Spruce DDPAT (Well-Worn)","★ 非凡 手套"
"裹手（★） | 云杉 DDPAT (战痕累累)","★ Hand Wraps | Spruce DDPAT (Battle-Scarred)","★ 非凡 手套"
"裹手（★） | 云杉 DDPAT (久经沙场)","★ Hand Wraps | Spruce DDPAT (Field-Tested)","★ 非凡 手套"
"裂空武器箱","Fracture Case","普通级 武器箱"
"街头士兵 | 凤凰战士","Street Soldier | Phoenix","高级 探员"
"行李仓库胸章","Baggage Pin","高级 收藏品"
"血猎胸章","Bloodhound Pin","奇异 收藏品"
"血猎手套（★） | 蛇咬 (破损不堪)","★ Bloodhound Gloves | Snakebite (Well-Worn)","★ 非凡 手套"
"血猎手套（★） | 蛇咬 (略有磨损)","★ Bloodhound Gloves | Snakebite (Minimal Wear)","★ 非凡 手套"
"血猎手套（★） | 蛇咬 (战痕累累)","★ Bloodhound Gloves | Snakebite (Battle-Scarred)","★ 非凡 手套"
"血猎手套（★） | 蛇咬 (崭新出厂)","★ Bloodhound Gloves | Snakebite (Factory New)","★ 非凡 手套"
"血猎手套（★） | 蛇咬 (久经沙场)","★ Bloodhound Gloves | Snakebite (Field-Tested)","★ 非凡 手套"
"血猎手套（★） | 焦炭 (略有磨损)","★ Bloodhound Gloves | Charred (Minimal Wear)","★ 非凡 手套"
"血猎手套（★） | 焦炭 (战痕累累)","★ Bloodhound Gloves | Charred (Battle-Scarred)","★ 非凡 手套"
"血猎手套（★） | 焦炭 (久经沙场)","★ Bloodhound Gloves | Charred (Field-Tested)","★ 非凡 手套"
"血猎手套（★） | 游击队 (破损不堪)","★ Bloodhound Gloves | Guerrilla (Well-Worn)","★ 非凡 手套"
"血猎手套（★） | 游击队 (略有磨损)","★ Bloodhound Gloves | Guerrilla (Minimal Wear)","★ 非凡 手套"
"血猎手套（★） | 游击队 (战痕累累)","★ Bloodhound Gloves | Guerrilla (Battle-Scarred)","★ 非凡 手套"
"血猎手套（★） | 游击队 (久经沙场)","★ Bloodhound Gloves | Guerrilla (Field-Tested)","★ 非凡 手套"
"血猎手套（★） | 染铜 (破损不堪)","★ Bloodhound Gloves | Bronzed (Well-Worn)","★ 非凡 手套"
"血猎手套（★） | 染铜 (略有磨损)","★ Bloodhound Gloves | Bronzed (Minimal Wear)","★ 非凡 手套"
"血猎手套（★） | 染铜 (战痕累累)","★ Bloodhound Gloves | Bronzed (Battle-Scarred)","★ 非凡 手套"
"血猎手套（★） | 染铜 (崭新出厂)","★ Bloodhound Gloves | Bronzed (Factory New)","★ 非凡 手套"
"血猎手套（★） | 染铜 (久经沙场)","★ Bloodhound Gloves | Bronzed (Field-Tested)","★ 非凡 手套"
"蝴蝶刀（★） | 黑色层压板 (破损不堪)","★ Butterfly Knife | Black Laminate (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 黑色层压板 (略有磨损)","★ Butterfly Knife | Black Laminate (Minimal Wear)","★ 隐秘 匕首"
"蝴蝶刀（★） | 黑色层压板 (久经沙场)","★ Butterfly Knife | Black Laminate (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 都市伪装 (略有磨损)","★ Butterfly Knife | Urban Masked (Minimal Wear)","★ 隐秘 匕首"
"蝴蝶刀（★） | 都市伪装 (久经沙场)","★ Butterfly Knife | Urban Masked (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 表面淬火 (破损不堪)","★ Butterfly Knife | Case Hardened (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 表面淬火 (战痕累累)","★ Butterfly Knife | Case Hardened (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 表面淬火 (久经沙场)","★ Butterfly Knife | Case Hardened (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 致命紫罗兰 (破损不堪)","★ Butterfly Knife | Ultraviolet (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 致命紫罗兰 (战痕累累)","★ Butterfly Knife | Ultraviolet (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 致命紫罗兰 (久经沙场)","★ Butterfly Knife | Ultraviolet (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 自由之手 (破损不堪)","★ Butterfly Knife | Freehand (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 自由之手 (略有磨损)","★ Butterfly Knife | Freehand (Minimal Wear)","★ 隐秘 匕首"
"蝴蝶刀（★） | 自由之手 (崭新出厂)","★ Butterfly Knife | Freehand (Factory New)","★ 隐秘 匕首"
"蝴蝶刀（★） | 自由之手 (久经沙场)","★ Butterfly Knife | Freehand (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 自动化 (战痕累累)","★ Butterfly Knife | Autotronic (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 狩猎网格 (破损不堪)","★ Butterfly Knife | Safari Mesh (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 狩猎网格 (略有磨损)","★ Butterfly Knife | Safari Mesh (Minimal Wear)","★ 隐秘 匕首"
"蝴蝶刀（★） | 狩猎网格 (战痕累累)","★ Butterfly Knife | Safari Mesh (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 狩猎网格 (久经沙场)","★ Butterfly Knife | Safari Mesh (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 澄澈之水 (破损不堪)","★ Butterfly Knife | Bright Water (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 澄澈之水 (略有磨损)","★ Butterfly Knife | Bright Water (Minimal Wear)","★ 隐秘 匕首"
"蝴蝶刀（★） | 澄澈之水 (崭新出厂)","★ Butterfly Knife | Bright Water (Factory New)","★ 隐秘 匕首"
"蝴蝶刀（★） | 澄澈之水 (久经沙场)","★ Butterfly Knife | Bright Water (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 深红之网 (战痕累累)","★ Butterfly Knife | Crimson Web (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 深红之网 (久经沙场)","★ Butterfly Knife | Crimson Web (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 森林 DDPAT (破损不堪)","★ Butterfly Knife | Forest DDPAT (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 森林 DDPAT (略有磨损)","★ Butterfly Knife | Forest DDPAT (Minimal Wear)","★ 隐秘 匕首"
"蝴蝶刀（★） | 森林 DDPAT (战痕累累)","★ Butterfly Knife | Forest DDPAT (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 森林 DDPAT (久经沙场)","★ Butterfly Knife | Forest DDPAT (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 枯焦之色 (破损不堪)","★ Butterfly Knife | Scorched (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 枯焦之色 (略有磨损)","★ Butterfly Knife | Scorched (Minimal Wear)","★ 隐秘 匕首"
"蝴蝶刀（★） | 枯焦之色 (战痕累累)","★ Butterfly Knife | Scorched (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 枯焦之色 (久经沙场)","★ Butterfly Knife | Scorched (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 大马士革钢 (久经沙场)","★ Butterfly Knife | Damascus Steel (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 外表生锈 (战痕累累)","★ Butterfly Knife | Rust Coat (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 噩梦之夜 (破损不堪)","★ Butterfly Knife | Night (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 噩梦之夜 (久经沙场)","★ Butterfly Knife | Night (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 北方森林 (破损不堪)","★ Butterfly Knife | Boreal Forest (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 北方森林 (略有磨损)","★ Butterfly Knife | Boreal Forest (Minimal Wear)","★ 隐秘 匕首"
"蝴蝶刀（★） | 北方森林 (战痕累累)","★ Butterfly Knife | Boreal Forest (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 北方森林 (久经沙场)","★ Butterfly Knife | Boreal Forest (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★） | 传说 (破损不堪)","★ Butterfly Knife | Lore (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 传说 (战痕累累)","★ Butterfly Knife | Lore (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 人工染色 (破损不堪)","★ Butterfly Knife | Stained (Well-Worn)","★ 隐秘 匕首"
"蝴蝶刀（★） | 人工染色 (略有磨损)","★ Butterfly Knife | Stained (Minimal Wear)","★ 隐秘 匕首"
"蝴蝶刀（★） | 人工染色 (战痕累累)","★ Butterfly Knife | Stained (Battle-Scarred)","★ 隐秘 匕首"
"蝴蝶刀（★） | 人工染色 (久经沙场)","★ Butterfly Knife | Stained (Field-Tested)","★ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 都市伪装 (略有磨损)","★ StatTrak™ Butterfly Knife | Urban Masked (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 都市伪装 (战痕累累)","★ StatTrak™ Butterfly Knife | Urban Masked (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 都市伪装 (久经沙场)","★ StatTrak™ Butterfly Knife | Urban Masked (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 致命紫罗兰 (久经沙场)","★ StatTrak™ Butterfly Knife | Ultraviolet (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 自由之手 (略有磨损)","★ StatTrak™ Butterfly Knife | Freehand (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 自由之手 (久经沙场)","★ StatTrak™ Butterfly Knife | Freehand (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 狩猎网格 (久经沙场)","★ StatTrak™ Butterfly Knife | Safari Mesh (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 澄澈之水 (战痕累累)","★ StatTrak™ Butterfly Knife | Bright Water (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 森林 DDPAT (战痕累累)","★ StatTrak™ Butterfly Knife | Forest DDPAT (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 森林 DDPAT (久经沙场)","★ StatTrak™ Butterfly Knife | Forest DDPAT (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 大马士革钢 (略有磨损)","★ StatTrak™ Butterfly Knife | Damascus Steel (Minimal Wear)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 大马士革钢 (久经沙场)","★ StatTrak™ Butterfly Knife | Damascus Steel (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 外表生锈 (破损不堪)","★ StatTrak™ Butterfly Knife | Rust Coat (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 外表生锈 (战痕累累)","★ StatTrak™ Butterfly Knife | Rust Coat (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 噩梦之夜 (战痕累累)","★ StatTrak™ Butterfly Knife | Night (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 噩梦之夜 (久经沙场)","★ StatTrak™ Butterfly Knife | Night (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 北方森林 (破损不堪)","★ StatTrak™ Butterfly Knife | Boreal Forest (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 北方森林 (久经沙场)","★ StatTrak™ Butterfly Knife | Boreal Forest (Field-Tested)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 传说 (战痕累累)","★ StatTrak™ Butterfly Knife | Lore (Battle-Scarred)","★ StatTrak™ 隐秘 匕首"
"蝴蝶刀（★ StatTrak™） | 人工染色 (破损不堪)","★ StatTrak™ Butterfly Knife | Stained (Well-Worn)","★ StatTrak™ 隐秘 匕首"
"蛇噬武器箱","Snakebite Case","普通级 武器箱"
"薇帕姐（革新派） | 游击队","Vypa Sista of the Revolution | Guerrilla Warfare","大师 探员"
"荒漠迷城胸章","Mirage Pin","奇异 收藏品"
"英勇胸章","Bravo Pin","高级 收藏品"
"胜利胸章","Victory Pin","卓越 收藏品"
"联合军胸章","CMB Pin","高级 收藏品"
"联合军头盔胸章","Combine Helmet Pin","高级 收藏品"
"老K | 专业人士","Number K | The Professionals","非凡 探员"
"约翰 “范·海伦” 卡斯克 | 特警","John 'Van Healen' Kask | SWAT","卓越 探员"
"红衫列赞 | 军刀","Rezan the Redshirt | Sabre","非凡 探员"
"系绳匕首（★） | 都市伪装 (破损不堪)","★ Paracord Knife | Urban Masked (Well-Worn)","★ 隐秘 匕首"
"系绳匕首（★） | 都市伪装 (略有磨损)","★ Paracord Knife | Urban Masked (Minimal Wear)","★ 隐秘 匕首"
"系绳匕首（★） | 都市伪装 (战痕累累)","★ Paracord Knife | Urban Masked (Battle-Scarred)","★ 隐秘 匕首"
"系绳匕首（★） | 都市伪装 (崭新出厂)","★ Paracord Knife | Urban Masked (Factory New)","★ 隐秘 匕首"
"系绳匕首（★） | 都市伪装 (久经沙场)","★ Paracord Knife | Urban Masked (Field-Tested)","★ 隐秘 匕首"
"系绳匕首（★） | 表面淬火 (破损不堪)","★ Paracord Knife | Case Hardened (Well-Worn)","★ 隐秘 匕首"
"系绳匕首（★） | 表面淬火 (略有磨损)","★ Paracord Knife | Case Hardened (Minimal Wear)","★ 隐秘 匕首"
"系绳匕首（★） | 表面淬火 (战痕累累)","★ Paracord Knife | Case Hardened (Battle-Scarred)","★ 隐秘 匕首"
"系绳匕首（★） | 表面淬火 (崭新出厂)","★ Paracord Knife | Case Hardened (Factory New)","★ 隐秘 匕首"
"系绳匕首（★） | 表面淬火 (久经沙场)","★ Paracord Knife | Case Hardened (Field-Tested)","★ 隐秘 匕首"
"系绳匕首（★） | 虎牙 (略有磨损)","★ Paracord Knife | Tiger Tooth (Minimal Wear)","★ 隐秘 匕首"
"系绳匕首（★） | 虎牙 (崭新出厂)","★ Paracord Knife | Tiger Tooth (Factory New)","★ 隐秘 匕首"
"系绳匕首（★） | 蓝钢 (破损不堪)","★ Paracord Knife | Blue Steel (Well-Worn)","★ 隐秘 匕首"
"系绳匕首（★） | 蓝钢 (略有磨损)","★ Paracord Knife | Blue Steel (Minimal Wear)","★ 隐秘 匕首"
"系绳匕首（★） | 蓝钢 (战痕累累)","★ Paracord Knife | Blue Steel (Battle-Scarred)","★ 隐秘 匕首"
"系绳匕首（★） | 蓝钢 (崭新出厂)","★ Paracord Knife | Blue Steel (Factory New)","★ 隐秘 匕首"
"系绳匕首（★） | 蓝钢 (久经沙场)","★ Paracord Knife | Blue Steel (Field-Tested)","★ 隐秘 匕首"
"系绳匕首（★） | 致命紫罗兰 (破损不堪)","★ Paracord Knife | Ultraviolet (Well-Worn)","★ 隐秘 匕首"
"系绳匕首（★） | 致命紫罗兰 (略有磨损)","★ Paracord Knife | Ultraviolet (Minimal Wear)","★ 隐秘 匕首"
"系绳匕首（★） | 致命紫罗兰 (战痕累累)","★ Paracord Knife | Ultraviolet (Battle-Scarred)","★ 隐秘 匕首"
"系绳匕首（★） | 致命紫罗兰 (久经沙场)","★ Paracord Knife | Ultraviolet (Field-Tested)","★ 隐秘 匕首"
"系绳匕首（★） | 狩猎网格 (破损不堪)","★ Paracord Knife | Safari Mesh (Well-Worn)","★ 隐秘 匕首"
